Data1,Data2,Data3,Data4,Data5
1234.72542908071,1234.16078554189,1234.00685635174,1233.99959426555,1234.00008524933
1234.25748586147,1234.14113665872,1234.01947461805,1234.00094987540,1233.99989737432
1232.87414578841,1233.99590415528,1234.00631646732,1233.99925330192,1233.99992384488
1234.81867093955,1234.01156838872,1233.99221803176,1234.00050109360,1233.99988799894
1234.71591101973,1233.93555612379,1233.99789789308,1234.00100166030,1234.00012650680
1235.64320088938,1233.83944114800,1233.99180709359,1234.00009762496,1234.00010502833
1232.07783211222,1233.97125604416,1233.99310074351,1233.99985999918,1234.00002114059
1234.86395069632,1234.10731116126,1233.98882399432,1233.99777108793,1234.00000261623
1233.80306926929,1234.05637065304,1234.00376168645,1234.00079928225,1233.99996414637
1236.05356845281,1234.19000818078,1233.99971639737,1233.99914993237,1233.99999637375
1234.38944477029,1233.93979791891,1233.99221360432,1234.00212786382,1233.99997772680
1234.08923119262,1233.92029215354,1233.99614340409,1234.00152967444,1234.00018451277
1232.40899820819,1233.97825272740,1233.98767079212,1234.00107356238,1234.00017935585
1234.68668931623,1234.09968163365,1234.00666887254,1234.00045831424,1234.00002785169
1233.68179527342,1234.05792774163,1234.02583190124,1233.99929375967,1234.00000821780
1235.01506013915,1234.00214660986,1234.01941484992,1234.00006104635,1234.00001693035
1234.42314905465,1233.98642777339,1233.99209072059,1234.00120611183,1234.00001436906
1232.52136338885,1233.97127729953,1233.99034021067,1233.99874033522,1233.99997724413
1234.17012424760,1234.06831577381,1234.00079239444,1233.99949964428,1234.00001823046
1233.37570631913,1234.03791741454,1233.99940857308,1234.00258286759,1233.99987128510
1233.43861354603,1233.98685717897,1234.00068806670,1234.00132731118,1233.99992205489
1234.76309671959,1233.94162418623,1234.00942543857,1234.00030991913,1233.99992423370
1233.27313815018,1233.93716583666,1233.97915256830,1234.00137964357,1234.00006495765
1233.85091613281,1234.10374944594,1233.99724875955,1233.99918044814,1233.99972819222
1234.12069475476,1233.98127260049,1233.98901039490,1233.99990043869,1233.99998058074
1231.14534014068,1233.94653296635,1233.99444938369,1234.00174452523,1234.00000343674
1234.77945115367,1234.08951550051,1233.99504334767,1234.00000259046,1233.99997942997
1233.78995516489,1234.13889503305,1234.00016153866,1234.00021752915,1234.00003917519
1233.68098234787,1233.98343587987,1234.01289694988,1233.99965888205,1233.99997726801
1233.95161469792,1234.08719454524,1234.00827629892,1233.99906599248,1234.00010476303
1234.59247276313,1233.96752283638,1234.00484134911,1234.00010453353,1233.99999067176
1234.64039951606,1233.95758254655,1234.00844623537,1234.00004656896,1234.00003753103
1234.70750942042,1234.19694130602,1233.99384767409,1234.00083810059,1234.00001517283
1234.60645635978,1233.78756049668,1234.00147434527,1234.00011314974,1234.00010186989
1235.01406200440,1234.05094947039,1234.00281675401,1233.99832542676,1233.99982050326
1233.91276573058,1234.18514217676,1234.00033474897,1234.00011070246,1234.00014545069
1234.14932609672,1233.93028510430,1233.99985064353,1234.00040066098,1233.99985849470
1232.71557015850,1233.94775751023,1233.99905696806,1234.00056703199,1234.00001440182
1234.58481826957,1233.75441270304,1234.00372227056,1234.00152389910,1233.99998266310
1234.28228893403,1234.16764943576,1233.99662269689,1234.00257319964,1234.00004615712
1233.54337100920,1233.88834895411,1234.00035662012,1234.00067605530,1233.99991533504
1233.41241642917,1233.92138450444,1234.00138917077,1234.00036913056,1234.00014003332
1232.93759407466,1233.98393206342,1233.98043795524,1233.99801441705,1233.99998725734
1231.76010328277,1234.08403708210,1234.00219467454,1234.00081632032,1233.99994659314
1233.90576708586,1233.89377740208,1233.99828625845,1234.00003029735,1234.00006350882
1234.48031131868,1233.96633157841,1234.00363888003,1234.00008121196,1233.99977755450
1232.03268771063,1234.05483628240,1234.01440509248,1234.00129676173,1233.99996646841
1233.58041290912,1234.05627357131,1234.01133399144,1234.00087531133,1233.99987901064
1235.84910615693,1234.07778076297,1234.00640210498,1233.99954474976,1234.00007685662
1234.95075441967,1233.89834304005,1233.99595447819,1234.00012616772,1233.99979662791
1233.13228788492,1234.01899898350,1234.01903005663,1233.99990467066,1234.00016487582
1232.23081644325,1234.06339629522,1233.99169644780,1233.99951661951,1233.99981538655
1233.31507284302,1234.05858918671,1233.98304064316,1234.00045066110,1234.00009808542
1234.22797061399,1234.02653894216,1233.99031517209,1234.00107115066,1233.99980956681
1232.36721742871,1234.11177291539,1233.99830531348,1233.99908425443,1233.99995792037
1233.79818095218,1234.07523915052,1233.97674240293,1234.00001847418,1234.00011192281
1233.94673737428,1233.91857514945,1233.99147367688,1233.99926657735,1233.99978244905
1233.71700118805,1234.04250807851,1233.99670658181,1234.00258331720,1234.00012949788
1233.41316748508,1234.03238719109,1234.01041321797,1234.00085387916,1233.99982491596
1233.46234533484,1233.92897499325,1233.98689592094,1234.00110162772,1233.99994968724
1233.34377895151,1233.86157081141,1233.99244459873,1233.99985520530,1234.00012881721
1233.65132599695,1233.99430523319,1233.98267905943,1233.99982105510,1233.99988076074
1233.56090286663,1234.00884864655,1234.01152508693,1234.00102761057,1233.99976266520
1232.74737736026,1234.12117410393,1234.01782775424,1234.00075784687,1233.99991845699
1233.12583521670,1233.99195765353,1234.00119625413,1233.99827106204,1233.99996688622
1230.74595020986,1233.99147091658,1234.00930421119,1234.00034902890,1234.00017951297
1233.07187567777,1233.84664681087,1234.00925639240,1234.00058949022,1234.00008481111
1234.25590974857,1233.95547420715,1234.02213809888,1233.99941946806,1233.99997056652
1232.96333191290,1233.95484993329,1233.99206605301,1233.99878341917,1233.99998623413
1233.49669287757,1233.91336390480,1233.98063150874,1233.99863495311,1234.00003658472
1235.28202275283,1234.06205803634,1234.00902997729,1234.00062420397,1233.99984756324
1234.51260993648,1234.12296701559,1234.00289727654,1234.00043709730,1233.99995434727
1235.35558381493,1233.96097060970,1234.00061768842,1233.99894285531,1233.99987011782
1234.06553979181,1234.01771391375,1233.98907274695,1233.99986962451,1233.99991770646
1233.76115483250,1234.06822505262,1233.99838406976,1234.00040448341,1233.99995778967
1234.86358387251,1234.02626426769,1233.99935204382,1233.99945514608,1234.00004630202
1235.01775583885,1234.08546984909,1233.99800628797,1233.99774817742,1234.00020239425
1235.14943921221,1234.01297459889,1234.00313750721,1233.99978894975,1233.99987148509
1233.15140623770,1234.08104509456,1233.99736265645,1233.99951356333,1233.99995277457
1235.35468773622,1234.06557812238,1233.99526014518,1233.99933653657,1233.99995940452
1233.11035728561,1233.95898676481,1233.99405544361,1234.00060936794,1234.00002853177
1233.05506876325,1234.18764383570,1234.02520340283,1234.00293086691,1233.99990424446
1233.61428755193,1234.09300248387,1234.02267600430,1233.99885488307,1234.00001747263
1233.91716807591,1233.80085541568,1233.99479006324,1233.99963211291,1233.99995373605
1233.95940128263,1234.06982333008,1233.98219905029,1233.99905923693,1234.00015982838
1233.41291302646,1233.98571911382,1234.00759203454,1234.00031378349,1233.99994283720
1233.03890679009,1234.06682959294,1233.98286784401,1233.99863634798,1234.00016897326
1232.46389535537,1234.04789569737,1234.00993223634,1233.99823388368,1234.00010689466
1233.46255443580,1234.09382433434,1233.99056992464,1234.00117568514,1233.99981656639
1234.30489439533,1234.00011397560,1234.01237219623,1234.00010690578,1234.00001150886
1233.10697969429,1234.00561158406,1234.00477333912,1234.00216318608,1234.00003754169
1234.38168387813,1233.87281156394,1234.01742683060,1233.99930428835,1234.00006485875
1234.26256024215,1234.22639633807,1233.99050848328,1233.99886467314,1234.00001945911
1234.22595128144,1233.95323898629,1234.00202104835,1234.00178162702,1234.00000924668
1235.20847912285,1234.07225555089,1233.99848685389,1233.99743750126,1234.00006206152
1235.88851400311,1233.80297184829,1234.00715727072,1233.99948278004,1234.00014707850
1233.77623983563,1233.98200907630,1233.97821687802,1233.99895710173,1234.00005124685
1232.01491054178,1233.88679864486,1233.99217246734,1233.99980150922,1233.99997692130
1233.40559156872,1234.18004181513,1234.00725290080,1233.99819843436,1234.00000892367
1233.89449030933,1234.14788348297,1233.99232348994,1234.00208407432,1233.99991279140
1233.69015099949,1233.91796082610,1233.99226167447,1234.00011834691,1234.00006262583
1233.89582993854,1234.09354789315,1233.97749721991,1234.00082846626,1234.00006194716
1234.39259903337,1234.09057645503,1234.00849608987,1233.99991551247,1234.00003131945
1233.33789837802,1233.91033085022,1234.01187123207,1233.99938755325,1234.00003789653
1234.50883348605,1234.18133089011,1234.00651924059,1234.00104729263,1234.00000995932
1234.63800327806,1234.08358289396,1233.99209941672,1234.00025397519,1233.99994802266
1235.57785410037,1234.03345078256,1233.99397966550,1233.99854922472,1233.99992720710
1234.62967863188,1233.93269464414,1233.98895360833,1233.99990189378,1233.99994438512
1233.36709674100,1234.07330885181,1233.99845792384,1234.00104810052,1234.00002763171
1233.30702270880,1234.22834310699,1233.99493354487,1233.99919897747,1234.00001724778
1233.34726148002,1233.84826719623,1234.00236590550,1234.00063388597,1233.99990584002
1233.96750355737,1234.10221877501,1234.00236822320,1233.99999612059,1234.00001702509
1234.23795631727,1234.10186760048,1234.00991305725,1234.00074534429,1233.99991781608
1236.90099010428,1234.15048038896,1233.99474196373,1233.99963761893,1234.00006919014
1233.64708349359,1233.95907823480,1233.99715626888,1233.99940780885,1234.00011112172
1234.39575459124,1234.03694165030,1234.01055040168,1233.99922652537,1234.00002690081
1234.57944951822,1234.23772577007,1233.99508278386,1234.00005616103,1233.99999583597
1233.16832348523,1233.90075480072,1233.98314831640,1234.00066481696,1233.99996741277
1232.90267389546,1234.02458472773,1234.00202117667,1233.99962503186,1234.00015815262
1235.20844147075,1234.09882200674,1234.01772288005,1234.00067764636,1233.99999516185
1234.15542909341,1234.21724635690,1233.99759682910,1234.00022279640,1233.99997679363
1232.36401895515,1233.90035089290,1233.98913961684,1234.00120585793,1233.99995507914
1235.04739107184,1233.96552102349,1233.98237517311,1234.00012169768,1234.00004891342
1233.77010443086,1234.10581116894,1234.00088075482,1234.00116884289,1234.00003888127
1232.29740449882,1233.96656122444,1234.00046515755,1234.00086858564,1233.99990886061
1233.99670256712,1234.02492356007,1233.99553709472,1233.99930073884,1234.00005238426
1233.95041264329,1233.77980955738,1233.98738053762,1233.99911031453,1234.00003988988
1235.53693075603,1233.97245052073,1234.00858316190,1233.99994338571,1234.00012431692
1232.55763214076,1234.12612057403,1234.01456690212,1233.99881472799,1233.99968364705
1235.14193916261,1233.93934649780,1233.98738648267,1233.99982942456,1233.99994935152
1233.42723044435,1234.11268848636,1234.01219985472,1233.99951788832,1234.00000603432
1232.79669169876,1234.11540995025,1233.98215356249,1234.00029093998,1233.99991204690
1232.45098831483,1233.96707603145,1233.99688442869,1234.00052355147,1233.99998755557
1235.06641564878,1233.93548224774,1233.99722003043,1233.99819618396,1234.00003372128
1233.58041624345,1233.89902494443,1234.00974502337,1233.99840330319,1233.99997475300
1234.10053012623,1234.01370501403,1234.02307325109,1233.99997284735,1234.00001965840
1233.33011327404,1234.01817091805,1233.99894529129,1233.99898492560,1233.99988229062
1234.50977545905,1234.15838398887,1234.00284179336,1234.00007599664,1233.99990495072
1234.98453545633,1234.05553997340,1233.99012323454,1233.99820962973,1233.99992734460
1233.27243989863,1233.91977942019,1234.01656750590,1234.00055948931,1234.00001915463
1235.86437203286,1233.91108422403,1234.00379928589,1234.00090258535,1233.99991222499
1233.26319865508,1233.89161052579,1233.98545354262,1233.99962282312,1233.99991412184
1234.43664116340,1234.09900922482,1233.99339833791,1234.00026067710,1234.00003719878
1234.42308871092,1233.92566995885,1233.99191453424,1233.99961953797,1233.99987432127
1233.34503080260,1233.96003191673,1233.98475658343,1233.99819926418,1234.00006904659
1235.51000097302,1233.77191785635,1233.99759732292,1233.99841116202,1234.00000904059
1234.45339025323,1233.98009087358,1234.00239799345,1234.00041061637,1234.00003917246
1235.08968078095,1234.00126502954,1233.98265111019,1234.00164464424,1233.99996773271
1233.40888166403,1234.00737019847,1233.98846837708,1234.00164494506,1233.99998683714
1232.90705612848,1234.05627205077,1233.99767493640,1233.99965193756,1234.00008153187
1233.97358807525,1233.98461670278,1234.02265586825,1233.99874378150,1234.00003437893
1234.75694188669,1233.97331804680,1234.01418817639,1233.99968775069,1234.00003897462
1233.60053239664,1234.05912633839,1233.99814440409,1234.00035107913,1234.00007229362
1235.80315257372,1233.87097131635,1233.97714587681,1233.99923080079,1233.99989079853
1232.76960685981,1233.85941837811,1234.00541323782,1234.00140508442,1234.00005748425
1232.72629380146,1234.14143337448,1234.00538924073,1234.00013458549,1234.00009464979
1234.94596868961,1234.09552406699,1233.98007444695,1233.99948785705,1234.00009312463
1233.27800722080,1233.94930504200,1234.00567830584,1233.99899998152,1234.00021073334
